epoch;loss;mean_absolute_error;mean_squared_error;rmse;val_loss;val_mean_absolute_error;val_mean_squared_error;val_rmse
0;393.5613098144531;15.126104354858398;393.5613098144531;19.83837890625;113.82948303222656;7.897423267364502;113.82948303222656;10.669090270996094
1;115.83667755126953;7.987666606903076;115.83667755126953;10.762744903564453;109.92694091796875;7.639238357543945;109.92694091796875;10.484604835510254
2;112.13743591308594;7.810166358947754;112.13743591308594;10.589496612548828;107.10320281982422;7.525464057922363;107.10320281982422;10.349067687988281
3;109.92792510986328;7.68804931640625;109.92793273925781;10.484652519226074;105.27230834960938;7.4184956550598145;105.27230834960938;10.260229110717773
4;107.78821563720703;7.588422775268555;107.78821563720703;10.382110595703125;104.72698974609375;7.2858476638793945;104.72698974609375;10.233620643615723
5;106.74943542480469;7.527575492858887;106.74943542480469;10.331961631774902;102.75558471679688;7.275757312774658;102.75558471679688;10.136842727661133
6;105.31551361083984;7.450782299041748;105.31551361083984;10.262334823608398;102.2445068359375;7.1791911125183105;102.2445068359375;10.111602783203125
7;105.16155242919922;7.4332122802734375;105.16154479980469;10.254830360412598;101.67496490478516;7.239984035491943;101.67496490478516;10.08340072631836
8;104.64523315429688;7.420862674713135;104.64523315429688;10.22962474822998;101.14871978759766;7.202026844024658;101.14871978759766;10.057271957397461
9;103.95657348632812;7.387549877166748;103.95657348632812;10.19590950012207;101.28109741210938;7.022582530975342;101.28109741210938;10.063850402832031
10;103.67144012451172;7.365119457244873;103.67144012451172;10.181917190551758;101.0025634765625;7.145546913146973;101.0025634765625;10.050003051757812
11;103.6910400390625;7.380207061767578;103.6910400390625;10.182879447937012;100.28509521484375;7.168771743774414;100.28509521484375;10.014244079589844
12;103.01551818847656;7.347326278686523;103.01551818847656;10.14965534210205;100.41299438476562;7.0114922523498535;100.41299438476562;10.020627975463867
13;103.16112518310547;7.351281642913818;103.16112518310547;10.15682601928711;99.61717987060547;7.030886173248291;99.61717987060547;9.980840682983398
14;102.85932922363281;7.328953266143799;102.85932922363281;10.141959190368652;100.22644805908203;7.242652416229248;100.22644805908203;10.011316299438477
15;101.79662322998047;7.285909652709961;101.79662322998047;10.089431762695312;98.71319580078125;7.024438858032227;98.71319580078125;9.93545150756836
16;101.69612121582031;7.281680583953857;101.69612121582031;10.084449768066406;98.98873138427734;6.98128080368042;98.98873138427734;9.949308395385742
17;101.47052764892578;7.275445938110352;101.47052764892578;10.073258399963379;99.045654296875;7.009529113769531;99.045654296875;9.952168464660645
18;101.3333740234375;7.270025730133057;101.33336639404297;10.066447257995605;99.10353088378906;7.0998077392578125;99.10353088378906;9.95507526397705
19;101.80403900146484;7.283257007598877;101.80403900146484;10.089798927307129;99.100830078125;6.942728519439697;99.100830078125;9.954939842224121
20;101.3508529663086;7.281109809875488;101.3508529663086;10.067316055297852;98.68994140625;6.966352939605713;98.68994140625;9.934281349182129
21;100.82758331298828;7.255280017852783;100.82758331298828;10.04129409790039;98.48577117919922;6.9563446044921875;98.48577117919922;9.923999786376953
22;100.54281616210938;7.244553565979004;100.54281616210938;10.027104377746582;98.92134094238281;6.970770835876465;98.92134094238281;9.945920944213867
23;100.61243438720703;7.248322010040283;100.61243438720703;10.030574798583984;98.76524353027344;7.0912065505981445;98.76524353027344;9.938070297241211
24;100.52339172363281;7.233047008514404;100.52339172363281;10.026135444641113;97.73665618896484;6.989147663116455;97.73665618896484;9.886184692382812
25;100.62553405761719;7.239831447601318;100.62553405761719;10.031228065490723;98.78852844238281;6.961949348449707;98.78852844238281;9.939241409301758
26;100.28096008300781;7.2219767570495605;100.28096008300781;10.0140380859375;99.21389770507812;7.167923450469971;99.21389770507812;9.960617065429688
27;100.47057342529297;7.225767135620117;100.47057342529297;10.0235013961792;98.06542205810547;6.984401702880859;98.06542205810547;9.902798652648926
28;99.86112213134766;7.203686714172363;99.86112213134766;9.993053436279297;97.87849426269531;7.114325523376465;97.87849426269531;9.893356323242188
29;99.86900329589844;7.220040798187256;99.86900329589844;9.993448257446289;97.85801696777344;6.974299907684326;97.85801696777344;9.89232063293457
30;99.52009582519531;7.19528865814209;99.52009582519531;9.97597599029541;97.9002685546875;6.871029853820801;97.9002685546875;9.89445686340332
31;99.21005249023438;7.186495304107666;99.21005249023438;9.960424423217773;98.00121307373047;7.040960788726807;98.00121307373047;9.899556159973145
32;99.4211196899414;7.1808180809021;99.4211196899414;9.971014022827148;98.0232925415039;6.912705898284912;98.0232925415039;9.900671005249023
33;99.22001647949219;7.191659450531006;99.22001647949219;9.96092414855957;98.0733642578125;7.027083396911621;98.0733642578125;9.903199195861816
34;99.69577026367188;7.197963237762451;99.69577026367188;9.984776496887207;98.36030578613281;6.9446563720703125;98.36030578613281;9.917675971984863
