epoch;loss;mean_absolute_error;mean_squared_error;rmse;val_loss;val_mean_absolute_error;val_mean_squared_error;val_rmse
0;1410.654052734375;31.29918098449707;1410.654052734375;37.55867385864258;1379.3465576171875;30.986806869506836;1379.3465576171875;37.13955307006836
1;1365.4853515625;30.85331153869629;1365.4853515625;36.95247268676758;1345.9964599609375;30.653600692749023;1345.9964599609375;36.68782424926758
2;1322.087890625;30.409914016723633;1322.087890625;36.36052703857422;1304.2833251953125;30.223636627197266;1304.2833251953125;36.11486053466797
3;1279.845458984375;29.96839141845703;1279.845458984375;35.77492904663086;1256.2484130859375;29.752302169799805;1256.2484130859375;35.4435920715332
4;1238.6182861328125;29.528959274291992;1238.6182861328125;35.194007873535156;1229.3514404296875;29.464515686035156;1229.3514404296875;35.06210708618164
5;1198.3785400390625;29.091411590576172;1198.3785400390625;34.61760330200195;1201.1173095703125;29.16193199157715;1201.1173095703125;34.65713882446289
6;1159.10888671875;28.654998779296875;1159.1090087890625;34.04568862915039;1149.4700927734375;28.53622055053711;1149.4700927734375;33.90383529663086
7;1120.737060546875;28.219013214111328;1120.737060546875;33.47740936279297;1107.6209716796875;28.07056999206543;1107.6209716796875;33.280941009521484
8;1083.35107421875;27.78313446044922;1083.35107421875;32.91429901123047;1066.0428466796875;27.52139663696289;1066.0428466796875;32.65031051635742
9;1046.60791015625;27.349023818969727;1046.60791015625;32.351318359375;1045.7716064453125;27.324710845947266;1045.7716064453125;32.3383903503418
10;1011.1011352539062;26.916025161743164;1011.1011352539062;31.797815322875977;1021.56201171875;27.069107055664062;1021.56201171875;31.961883544921875
11;976.1378173828125;26.4824275970459;976.1378173828125;31.24320411682129;953.7937622070312;26.23522186279297;953.7937622070312;30.8835506439209
12;941.8099365234375;26.050228118896484;941.8099365234375;30.688920974731445;915.9364013671875;25.77011489868164;915.9364013671875;30.264440536499023
13;908.391845703125;25.618539810180664;908.391845703125;30.13953971862793;870.6468505859375;25.171382904052734;870.6468505859375;29.506725311279297
14;875.5969848632812;25.18712615966797;875.5969848632812;29.59048843383789;896.74951171875;25.494382858276367;896.74951171875;29.945775985717773
15;843.9081420898438;24.755449295043945;843.9081420898438;29.05009651184082;830.091064453125;24.638263702392578;830.091064453125;28.81130027770996
16;812.8679809570312;24.324838638305664;812.8679809570312;28.510839462280273;796.395263671875;24.225528717041016;796.395263671875;28.220476150512695
17;782.7659301757812;23.894351959228516;782.7659301757812;27.977954864501953;767.7930908203125;23.704526901245117;767.7930908203125;27.70907974243164
18;753.260986328125;23.464576721191406;753.260986328125;27.445600509643555;752.1552734375;23.458145141601562;752.1552734375;27.42544937133789
19;724.69140625;23.033220291137695;724.69140625;26.920093536376953;732.481689453125;23.16641616821289;732.481689453125;27.06439971923828
20;696.947021484375;22.604393005371094;696.947021484375;26.39975357055664;690.6591186523438;22.53306007385254;690.6591186523438;26.280393600463867
21;669.9966430664062;22.175621032714844;669.9966430664062;25.884292602539062;708.9353637695312;22.804845809936523;708.9353637695312;26.625839233398438
22;643.79296875;21.747949600219727;643.79296875;25.373075485229492;652.696044921875;21.847881317138672;652.696044921875;25.547916412353516
23;618.406494140625;21.31793212890625;618.406494140625;24.867780685424805;632.8078002929688;21.547626495361328;632.807861328125;25.155672073364258
24;593.57958984375;20.891056060791016;593.57958984375;24.363489151000977;564.6093139648438;20.47305679321289;564.6093139648438;23.76150894165039
25;569.580810546875;20.4626407623291;569.580810546875;23.86589241027832;578.6336059570312;20.61977767944336;578.6336059570312;24.0548038482666
26;546.801025390625;20.037527084350586;546.8010864257812;23.383777618408203;552.5422973632812;20.149456024169922;552.5423583984375;23.5062198638916
27;524.3101806640625;19.611248016357422;524.3101196289062;22.89781951904297;509.46820068359375;19.447275161743164;509.46820068359375;22.571401596069336
28;502.6930236816406;19.189130783081055;502.6930236816406;22.42081642150879;511.960693359375;19.348134994506836;511.960693359375;22.626548767089844
29;481.3995361328125;18.76350975036621;481.3995361328125;21.940818786621094;466.46600341796875;18.493316650390625;466.46600341796875;21.597824096679688
30;461.4321594238281;18.3388671875;461.4321594238281;21.480972290039062;468.9666442871094;18.587703704833984;468.9666442871094;21.655637741088867
