epoch;loss;mean_absolute_error;mean_squared_error;rmse;val_loss;val_mean_absolute_error;val_mean_squared_error;val_rmse
0;1410.378662109375;31.303312301635742;1410.378662109375;37.55500793457031;1392.592041015625;31.14430809020996;1392.592041015625;37.317447662353516
1;1366.7659912109375;30.868680953979492;1366.7659912109375;36.96979904174805;1344.16357421875;30.614234924316406;1344.16357421875;36.66283416748047
2;1324.4749755859375;30.435701370239258;1324.4749755859375;36.39333724975586;1318.1484375;30.437118530273438;1318.1484375;36.306312561035156
3;1283.1241455078125;30.00516128540039;1283.1241455078125;35.82072067260742;1277.337158203125;29.980243682861328;1277.337158203125;35.73985290527344
4;1242.8629150390625;29.575729370117188;1242.8629150390625;35.2542610168457;1234.779296875;29.56288719177246;1234.779296875;35.139427185058594
5;1203.4190673828125;29.148696899414062;1203.4190673828125;34.690330505371094;1183.8883056640625;28.898653030395508;1183.8883056640625;34.407676696777344
6;1164.8974609375;28.72309684753418;1164.8974609375;34.130592346191406;1148.761474609375;28.493310928344727;1148.761474609375;33.89338302612305
7;1127.25390625;28.29720115661621;1127.25390625;33.57460021972656;1100.3197021484375;27.97649383544922;1100.319580078125;33.17106628417969
8;1090.438720703125;27.872920989990234;1090.438720703125;33.02178955078125;1076.2449951171875;27.731971740722656;1076.2449951171875;32.80617141723633
9;1054.4119873046875;27.448972702026367;1054.4119873046875;32.471710205078125;1036.0750732421875;27.25094223022461;1036.0750732421875;32.18811798095703
10;1019.2785034179688;27.02727699279785;1019.2785034179688;31.9261417388916;999.5436401367188;26.82284927368164;999.5436401367188;31.61556053161621
11;984.6384887695312;26.602970123291016;984.6384887695312;31.378950119018555;876.2496337890625;25.230510711669922;876.2496337890625;29.60151481628418
12;951.1091918945312;26.181583404541016;951.1091918945312;30.840057373046875;977.2633666992188;26.48711585998535;977.2633666992188;31.261211395263672
13;918.4304809570312;25.75916862487793;918.4304809570312;30.305618286132812;875.2120361328125;25.165803909301758;875.2120361328125;29.583982467651367
14;886.1396484375;25.337175369262695;886.1396484375;29.768096923828125;889.6331787109375;25.432037353515625;889.6331787109375;29.826719284057617
15;854.7568969726562;24.916276931762695;854.7568969726562;29.236225128173828;908.03125;25.603748321533203;908.03125;30.133556365966797
16;824.3721923828125;24.494583129882812;824.3721923828125;28.711881637573242;816.1079711914062;24.245956420898438;816.1079711914062;28.567604064941406
17;794.444091796875;24.075286865234375;794.444091796875;28.185884475708008;845.6649169921875;24.81914520263672;845.6649169921875;29.080318450927734
18;765.5750732421875;23.653865814208984;765.5750732421875;27.66902732849121;761.3988647460938;23.630842208862305;761.3988647460938;27.593456268310547
19;737.1738891601562;23.235912322998047;737.1738891601562;27.15094566345215;740.1864013671875;23.268644332885742;740.1864013671875;27.20636749267578
20;709.6597900390625;22.816755294799805;709.6597900390625;26.639440536499023;810.8704223632812;24.204479217529297;810.8704223632812;28.475786209106445
21;683.6464233398438;22.396596908569336;683.6464233398438;26.14663314819336;713.3626098632812;22.796131134033203;713.3626098632812;26.70884895324707
22;657.2686767578125;21.977413177490234;657.2686767578125;25.637250900268555;642.8408203125;21.821502685546875;642.8408203125;25.354305267333984
23;631.773193359375;21.56175994873047;631.773193359375;25.135099411010742;658.2872314453125;22.09520149230957;658.2872314453125;25.657108306884766
24;606.884033203125;21.14303970336914;606.884033203125;24.63501739501953;557.5523071289062;20.28668212890625;557.5523071289062;23.612545013427734
25;582.9869384765625;20.726804733276367;582.9869384765625;24.145122528076172;522.9878540039062;19.603923797607422;522.9878540039062;22.868927001953125
26;560.0044555664062;20.31100082397461;560.0044555664062;23.664413452148438;550.4824829101562;20.09269142150879;550.4824829101562;23.46236228942871
27;537.6325073242188;19.895689010620117;537.6325073242188;23.18690299987793;489.12969970703125;18.614089965820312;489.12969970703125;22.116275787353516
28;516.1243286132812;19.480388641357422;516.1243286132812;22.718368530273438;531.0902709960938;19.769357681274414;531.0902709960938;23.045394897460938
29;494.8337097167969;19.064773559570312;494.8337097167969;22.244857788085938;515.0137939453125;19.486827850341797;515.0137939453125;22.69391441345215
30;474.7460632324219;18.651878356933594;474.7460632324219;21.788667678833008;471.8638916015625;18.632387161254883;471.86383056640625;21.722427368164062
